city id,city name,15-Nov,16-Nov,17-Nov,18-Nov
175,Los Angeles - Porter Ranch ,159.4285714,167.3214286,175.2142857,183.1071429
176,Los Angeles - Rancho Park ,225.2857143,232.5714286,239.8571429,247.1428571
177,Los Angeles - Regent Square ,92.57142857,102.8571429,113.1428571,123.4285714
178,Los Angeles - Reseda ,483.1428571,505.5,527.8571429,550.2142857
179,Los Angeles - Reseda Ranch ,486.5714286,502.7857143,519,535.2142857
180,Los Angeles - Reynier Village ,61.14285714,63.78571429,66.42857143,69.07142857
181,Los Angeles - San Pedro* ,156.4285714,159.8928571,163.3571429,166.8214286
182,Los Angeles - Shadow Hills ,203,185.4642857,167.9285714,150.3928571
183,Los Angeles - Sherman Oaks ,201,206.8214286,212.6428571,218.4642857
184,Los Angeles - Silverlake ,236.8571429,247.3928571,257.9285714,268.4642857
185,Los Angeles - South Carthay ,154.7142857,162.8214286,170.9285714,179.0357143
186,Los Angeles - South Park ,293.2857143,297.8214286,302.3571429,306.8928571
187,Los Angeles - St Elmo Village ,311.4285714,347.2857143,383.1428571,419
188,Los Angeles - Studio City ,167.4285714,170.5714286,173.7142857,176.8571429
189,Los Angeles - Sun Valley ,550,561.1785714,572.3571429,583.5357143
190,Los Angeles - Sunland ,250.8571429,252.8928571,254.9285714,256.9642857
191,Los Angeles - Sycamore Square ,-198,-242,-286,-330
192,Los Angeles - Sylmar* ,591.4285714,610.25,629.0714286,647.8928571
193,Los Angeles - Tarzana ,402.7142857,424.6071429,446.5,468.3928571
194,Los Angeles - Temple-Beaudry ,299.1428571,320.4642857,341.7857143,363.1071429
195,Los Angeles - Thai Town ,338,337.25,336.5,335.75
196,Los Angeles - Toluca Lake ,196.1428571,206.6785714,217.2142857,227.75
198,Los Angeles - Toluca Woods ,369.5714286,410.1071429,450.6428571,491.1785714
199,Los Angeles - Tujunga ,275,268.8571429,262.7142857,256.5714286
200,Los Angeles - University Hills ,292,302.3571429,312.7142857,323.0714286
201,Los Angeles - University Park ,399.1428571,428.9285714,458.7142857,488.5
202,Los Angeles - Valley Glen ,321.4285714,330.6785714,339.9285714,349.1785714
203,Los Angeles - Valley Village ,163.1428571,170.75,178.3571429,185.9642857
204,Los Angeles - Van Nuys* ,437.4285714,460.7142857,484,507.2857143
205,Los Angeles - Venice ,222.7142857,228.5,234.2857143,240.0714286
206,Los Angeles - Vermont Knolls ,296.7142857,312.1071429,327.5,342.8928571
207,Los Angeles - Vermont Square ,349.5714286,360.4642857,371.3571429,382.25
208,Los Angeles - Vermont Vista ,319,332.7142857,346.4285714,360.1428571
210,Los Angeles - Victoria Park ,309.4285714,337.9642857,366.5,395.0357143
211,Los Angeles - View Heights ,204.4285714,201.5357143,198.6428571,195.75
212,Los Angeles - Watts ,313.1428571,328.25,343.3571429,358.4642857
213,Los Angeles - Wellington Square ,215.4285714,211.7857143,208.1428571,204.5
214,Los Angeles - West Adams ,401.1428571,421.6071429,442.0714286,462.5357143
215,Los Angeles - West Hills ,198.4285714,200.3928571,202.3571429,204.3214286
216,Los Angeles - West Los Angeles ,215.7142857,226.3571429,237,247.6428571
218,Los Angeles - Westchester ,151.1428571,160.3928571,169.6428571,178.8928571
219,Los Angeles - Westlake ,295.1428571,301.5,307.8571429,314.2142857
220,Los Angeles - Westwood ,231,236.9285714,242.8571429,248.7857143
221,Los Angeles - Wholesale District* ,255.8571429,257.8571429,259.8571429,261.8571429
222,Los Angeles - Wilmington ,262.5714286,273.3928571,284.2142857,295.0357143
223,Los Angeles - Wilshire Center ,253,260.5357143,268.0714286,275.6071429
224,Los Angeles - Winnetka ,392.8571429,398.7857143,404.7142857,410.6428571
225,Los Angeles - Woodland Hills ,251.4285714,262.0714286,272.7142857,283.3571429
226,Unincorporated - Acton ,141.2857143,147.9285714,154.5714286,161.2142857
228,Unincorporated - Altadena ,116,121.1428571,126.2857143,131.4285714
236,Unincorporated - Bassett ,370.8571429,386.5357143,402.2142857,417.8928571
239,Unincorporated - Canyon Country ,183.8571429,199.3571429,214.8571429,230.3571429
240,Unincorporated - Castaic* ,216.8571429,216.5714286,216.2857143,216
254,Unincorporated - East Los Angeles ,451.2857143,465.7857143,480.2857143,494.7857143
264,Unincorporated - Hacienda Heights ,297.1428571,316.7142857,336.2857143,355.8571429
275,Unincorporated - Lake Los Angeles ,457.7142857,464.4285714,471.1428571,477.8571429
304,Unincorporated - Rowland Heights ,141.2857143,152.8214286,164.3571429,175.8928571
311,Unincorporated - Santa Monica Mountains* ,83.85714286,84.14285714,84.42857143,84.71428571
317,Unincorporated - South Whittier ,308.4285714,319.8928571,331.3571429,342.8214286
319,Unincorporated - Stevenson Ranch ,169,175.6785714,182.3571429,189.0357143
325,Unincorporated - Valinda ,612.4285714,641.6785714,670.9285714,700.1785714
334,Unincorporated - West Whittier/Los Nietos ,440.8571429,467.3214286,493.7857143,520.25
340,Unincorporated - Willowbrook ,319.2857143,336.7857143,354.2857143,371.7857143
